route_clean,stop_id_clean,canonical_stop_name,boards,rows,pre_boards,post_boards,pre_cornell_card_rows,pre_rows,post_rows,pre_cornell_card_share,has_balanced_near6_sample,route_stop_group
65,317,Hudson at South,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
65,6330,Danby Rd @ Comf,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
65,6350,Danby Fire Stat,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
65,6357,Danby Rd @ Mich,1,1,0,1,0,0,1,,False,exclude_or_sensitivity
65,6363,Danby Rd @ Stea,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
30,1534,Sage Hall,27199,27199,15001,12198,11663,15001,12198,0.7774815012332511,True,treated_high_cornell_route_stop
30,1719,College @ Oak,23750,23750,11390,12360,8259,11390,12360,0.7251097453906936,True,treated_high_cornell_route_stop
30,1524,Goldwin Smith,23407,23407,13062,10345,10277,13062,10345,0.7867860970754862,True,treated_high_cornell_route_stop
30,1525,Rockefeller Hal,22421,22421,14255,8166,11112,14255,8166,0.7795159593125219,True,treated_high_cornell_route_stop
81,1540,Uris Hall Acros,20950,20950,14204,6746,11785,14204,6746,0.8296958603210364,True,treated_high_cornell_route_stop
81,1542,Kennedy Hall,18465,18465,12639,5826,10684,12639,5826,0.8453200411424955,True,treated_high_cornell_route_stop
30,1531,Carpenter Hall,18347,18347,10380,7967,7695,10380,7967,0.7413294797687862,True,treated_high_cornell_route_stop
81,1525,Rockefeller Hal,16278,16278,10744,5534,8906,10744,5534,0.828927773641102,True,treated_high_cornell_route_stop
30,1530,Anabel Taylor H,14227,14227,7810,6417,6078,7810,6417,0.7782330345710627,True,treated_high_cornell_route_stop
30,1533,Statler Hall,14217,14217,8133,6084,6291,8133,6084,0.7735153080044264,True,treated_high_cornell_route_stop
30,1344,RPCC,14214,14214,6724,7490,5331,6724,7490,0.7928316478286734,True,treated_high_cornell_route_stop
30,1326,Risley Hall - S,13997,13997,5960,8037,4214,5960,8037,0.7070469798657718,True,treated_high_cornell_route_stop
81,1330,Appel Commons,13159,13159,7556,5603,6210,7556,5603,0.8218634197988354,True,treated_high_cornell_route_stop
30,1716,Schwartz CPA,12855,12855,6491,6364,4336,6491,6364,0.6680018487136035,True,treated_high_cornell_route_stop
30,1356,Jessup @ Tripha,10412,10412,4775,5637,3335,4775,5637,0.6984293193717277,True,treated_high_cornell_route_stop
81,1546,Dairy Bar Acros,7108,7108,5671,1437,4435,5671,1437,0.7820490213366249,True,treated_high_cornell_route_stop
30,1343,RPCC,6143,6143,3299,2844,2460,3299,2844,0.7456805092452258,True,treated_high_cornell_route_stop
30,1346,Jess@PleasGrove,5851,5851,3453,2398,2614,3453,2398,0.757022878656241,True,treated_high_cornell_route_stop
82,1534,Sage Hall,5626,5626,2963,2663,2255,2963,2663,0.7610529868376645,True,treated_high_cornell_route_stop
30,1703,State/MLK @ Qua,5498,5498,3117,2381,2012,3117,2381,0.6454924606993905,True,treated_high_cornell_route_stop
30,1715,CTown Crossing,5360,5360,2641,2719,1631,2641,2719,0.6175691026126467,True,treated_high_cornell_route_stop
32,1540,Uris Hall Acros,5138,5138,2968,2170,2437,2968,2170,0.8210916442048517,True,treated_high_cornell_route_stop
30,1325,Thurston at Bal,4753,4753,2682,2071,1742,2682,2071,0.6495152870991797,True,treated_high_cornell_route_stop
32,1525,Rockefeller Hal,4671,4671,2528,2143,2078,2528,2143,0.821993670886076,True,treated_high_cornell_route_stop
32,1542,Kennedy Hall,4591,4591,2864,1727,2528,2864,1727,0.88268156424581,True,treated_high_cornell_route_stop
30,1345,Jess@PleasGrove,4443,4443,2719,1724,1946,2719,1724,0.7157043030525929,True,treated_high_cornell_route_stop
32,1543,Corson/Mudd Hal,4310,4310,2611,1699,2179,2611,1699,0.8345461509000383,True,treated_high_cornell_route_stop
81,1544,Bradfield Hall,3909,3909,2739,1170,2233,2739,1170,0.8152610441767069,True,treated_high_cornell_route_stop
51,1542,Kennedy Hall,3347,3347,1990,1357,1664,1990,1357,0.8361809045226131,True,treated_high_cornell_route_stop
30,1701,State/MLK @ Ste,3330,3330,1849,1481,1137,1849,1481,0.6149269875608437,True,treated_high_cornell_route_stop
51,1534,Sage Hall,3307,3307,2034,1273,1652,2034,1273,0.8121927236971485,True,treated_high_cornell_route_stop
81,1326,Risley Hall - S,3189,3189,1544,1645,1145,1544,1645,0.741580310880829,True,treated_high_cornell_route_stop
82,1542,Kennedy Hall,3138,3138,2151,987,1890,2151,987,0.8786610878661087,True,treated_high_cornell_route_stop
82,1754,Maplewood Apts,3069,3069,2226,843,1785,2226,843,0.8018867924528302,True,treated_high_cornell_route_stop
30,1711,College @ Mitch,3032,3032,1577,1455,1013,1577,1455,0.6423589093214965,True,treated_high_cornell_route_stop
82,1531,Carpenter Hall,2928,2928,1765,1163,1432,1765,1163,0.8113314447592068,True,treated_high_cornell_route_stop
82,1541,Uris Hall,2915,2915,2019,896,1683,2019,896,0.8335809806835067,True,treated_high_cornell_route_stop
82,1543,Corson/Mudd Hal,2898,2898,1949,949,1711,1949,949,0.8778860954335557,True,treated_high_cornell_route_stop
82,1540,Uris Hall Acros,2877,2877,1794,1083,1524,1794,1083,0.8494983277591973,True,treated_high_cornell_route_stop
81,1343,RPCC,2867,2867,1853,1014,1428,1853,1014,0.7706422018348624,True,treated_high_cornell_route_stop
37,1540,Uris Hall Acros,2667,2667,2126,541,1790,2126,541,0.8419567262464722,True,treated_high_cornell_route_stop
32,1553,Boyce Thomp,2512,2512,1684,828,1421,1684,828,0.8438242280285035,True,treated_high_cornell_route_stop
32,1524,Goldwin Smith,2504,2504,1492,1012,1154,1492,1012,0.7734584450402144,True,treated_high_cornell_route_stop
81,1541,Uris Hall,2475,2475,1970,505,1508,1970,505,0.7654822335025381,True,treated_high_cornell_route_stop
32,1555,Vet School,2412,2412,1606,806,1245,1606,806,0.7752179327521793,True,treated_high_cornell_route_stop
51,1530,Anabel Taylor H,2312,2312,1302,1010,1094,1302,1010,0.8402457757296466,True,treated_high_cornell_route_stop
32,1546,Dairy Bar Acros,2214,2214,1580,634,1288,1580,634,0.8151898734177215,True,treated_high_cornell_route_stop
32,1547,Dairy Bar,2185,2185,1555,630,1281,1555,630,0.8237942122186496,True,treated_high_cornell_route_stop
32,1544,Bradfield Hall,2172,2172,1388,784,1220,1388,784,0.8789625360230547,True,treated_high_cornell_route_stop
81,1553,Boyce Thomp,2095,2095,1619,476,1247,1619,476,0.7702285361334157,True,treated_high_cornell_route_stop
82,1555,Vet School,2037,2037,1403,634,1231,1403,634,0.8774055595153243,True,treated_high_cornell_route_stop
32,1541,Uris Hall,1865,1865,1363,502,1031,1363,502,0.7564196625091709,True,treated_high_cornell_route_stop
51,1716,Schwartz CPA,1849,1849,1084,765,786,1084,765,0.7250922509225092,True,treated_high_cornell_route_stop
21,1534,Sage Hall,1745,1745,1678,67,1207,1678,67,0.7193087008343266,True,treated_high_cornell_route_stop
82,1717,Oak @ College,1718,1718,909,809,691,909,809,0.7601760176017601,True,treated_high_cornell_route_stop
82,1546,Dairy Bar Acros,1637,1637,1323,314,1092,1323,314,0.8253968253968254,True,treated_high_cornell_route_stop
32,1326,Risley Hall - S,1622,1622,871,751,620,871,751,0.711825487944891,True,treated_high_cornell_route_stop
81,1349,Hasbrouck Apts,1608,1608,1213,395,835,1213,395,0.6883759274525969,True,treated_high_cornell_route_stop
51,1555,Vet School,1564,1564,976,588,774,976,588,0.7930327868852459,True,treated_high_cornell_route_stop
81,1327,Cradit Farm @ T,1505,1505,1024,481,678,1024,481,0.662109375,True,treated_high_cornell_route_stop
31,1549,Garden@Tower,1478,1478,1211,267,782,1211,267,0.6457473162675474,True,treated_high_cornell_route_stop
51,1719,College @ Oak,1467,1467,596,871,440,596,871,0.738255033557047,True,treated_high_cornell_route_stop
81,1543,Corson/Mudd Hal,1458,1458,1214,244,964,1214,244,0.7940691927512356,True,treated_high_cornell_route_stop
32,1545,Bradfield Hall,1443,1443,971,472,856,971,472,0.8815653964984552,True,treated_high_cornell_route_stop
37,1525,Rockefeller Hal,1415,1415,974,441,805,974,441,0.8264887063655031,True,treated_high_cornell_route_stop
43,1541,Uris Hall,1415,1415,1026,389,788,1026,389,0.7680311890838206,True,treated_high_cornell_route_stop
37,1542,Kennedy Hall,1413,1413,1142,271,990,1142,271,0.8669001751313485,True,treated_high_cornell_route_stop
51,1546,Dairy Bar Acros,1393,1393,933,460,759,933,460,0.8135048231511254,True,treated_high_cornell_route_stop
81,1345,Jess@PleasGrove,1388,1388,1011,377,788,1011,377,0.7794263105835806,True,treated_high_cornell_route_stop
81,1342,Northcross @ Je,1374,1374,827,547,609,827,547,0.7363966142684402,True,treated_high_cornell_route_stop
43,1543,Corson/Mudd Hal,1366,1366,1001,365,869,1001,365,0.8681318681318682,True,treated_high_cornell_route_stop
82,1533,Statler Hall,1344,1344,918,426,713,918,426,0.7766884531590414,True,treated_high_cornell_route_stop
51,1543,Corson/Mudd Hal,1289,1289,720,569,613,720,569,0.8513888888888889,True,treated_high_cornell_route_stop
51,1531,Carpenter Hall,1222,1222,596,626,441,596,626,0.7399328859060402,True,treated_high_cornell_route_stop
43,1533,Statler Hall,1206,1206,851,355,586,851,355,0.6886016451233843,True,treated_high_cornell_route_stop
51,1541,Uris Hall,1163,1163,665,498,552,665,498,0.8300751879699249,True,treated_high_cornell_route_stop
81,1524,Goldwin Smith,1112,1112,846,266,667,846,266,0.7884160756501182,True,treated_high_cornell_route_stop
81,1332,McClintock Hall,1086,1086,727,359,639,727,359,0.8789546079779917,True,treated_high_cornell_route_stop
82,1544,Bradfield Hall,1045,1045,795,250,720,795,250,0.9056603773584906,True,treated_high_cornell_route_stop
51,1544,Bradfield Hall,1012,1012,622,390,549,622,390,0.882636655948553,True,treated_high_cornell_route_stop
31,1540,Uris Hall Acros,986,986,728,258,469,728,258,0.6442307692307693,True,treated_high_cornell_route_stop
81,1562,Campus @ Tower,983,983,732,251,590,732,251,0.8060109289617486,True,treated_high_cornell_route_stop
32,1358,Triphammer @ De,945,945,609,336,390,609,336,0.6403940886699507,True,treated_high_cornell_route_stop
51,1540,Uris Hall Acros,943,943,502,441,400,502,441,0.796812749003984,True,treated_high_cornell_route_stop
82,1553,Boyce Thomp,942,942,603,339,535,603,339,0.8872305140961857,True,treated_high_cornell_route_stop
52,1543,Corson/Mudd Hal,934,934,821,113,722,821,113,0.879415347137637,True,treated_high_cornell_route_stop
37,1544,Bradfield Hall,916,916,838,78,657,838,78,0.7840095465393795,True,treated_high_cornell_route_stop
52,1541,Uris Hall,908,908,759,149,647,759,149,0.852437417654809,True,treated_high_cornell_route_stop
51,1553,Boyce Thomp,849,849,548,301,498,548,301,0.9087591240875912,True,treated_high_cornell_route_stop
51,1703,State/MLK @ Qua,771,771,416,355,289,416,355,0.6947115384615384,True,treated_high_cornell_route_stop
82,1547,Dairy Bar,763,763,582,181,484,582,181,0.8316151202749141,True,treated_high_cornell_route_stop
51,1533,Statler Hall,757,757,418,339,321,418,339,0.7679425837320574,True,treated_high_cornell_route_stop
32,1752,Humphreys Servi,742,742,505,237,343,505,237,0.6792079207920793,True,treated_high_cornell_route_stop
37,1546,Dairy Bar Acros,655,655,574,81,487,574,81,0.8484320557491289,True,treated_high_cornell_route_stop
32,1703,State/MLK @ Qua,635,635,337,298,222,337,298,0.658753709198813,True,treated_high_cornell_route_stop
82,1536,Hoy @ Hoy Field,621,621,319,302,249,319,302,0.780564263322884,True,treated_high_cornell_route_stop
51,1715,CTown Crossing,598,598,276,322,180,276,322,0.6521739130434783,True,treated_high_cornell_route_stop
82,1545,Bradfield Hall,554,554,333,221,285,333,221,0.8558558558558559,True,treated_high_cornell_route_stop
31,1326,Risley Hall - S,505,505,235,270,154,235,270,0.6553191489361702,True,treated_high_cornell_route_stop
51,1545,Bradfield Hall,492,492,309,183,274,309,183,0.8867313915857605,True,treated_high_cornell_route_stop
82,1753,Maplewood Apts,480,480,291,189,183,291,189,0.6288659793814433,True,treated_high_cornell_route_stop
52,1533,Statler Hall,447,447,347,100,292,347,100,0.8414985590778098,True,treated_high_cornell_route_stop
51,1711,College @ Mitch,426,426,197,229,124,197,229,0.6294416243654822,True,treated_high_cornell_route_stop
32,1701,State/MLK @ Ste,424,424,194,230,125,194,230,0.6443298969072165,True,treated_high_cornell_route_stop
51,1547,Dairy Bar,406,406,317,89,278,317,89,0.8769716088328076,True,treated_high_cornell_route_stop
82,1770,CISER,405,405,314,91,191,314,91,0.60828025477707,True,treated_high_cornell_route_stop
51,1701,State/MLK @ Ste,404,404,199,205,128,199,205,0.6432160804020101,True,treated_high_cornell_route_stop
32,1751,Humphreys Servi,388,388,203,185,132,203,185,0.6502463054187192,True,treated_high_cornell_route_stop
43,1547,Dairy Bar,372,372,246,126,171,246,126,0.6951219512195121,True,treated_high_cornell_route_stop
43,1545,Bradfield Hall,314,314,241,73,217,241,73,0.9004149377593361,True,treated_high_cornell_route_stop
31,1535,Campus @ Gates,290,290,155,135,93,155,135,0.6,True,treated_high_cornell_route_stop
52,1545,Bradfield Hall,278,278,217,61,189,217,61,0.8709677419354839,True,treated_high_cornell_route_stop
52,1725,Stewart @ Willi,278,278,200,78,173,200,78,0.865,True,treated_high_cornell_route_stop
81,1545,Bradfield Hall,247,247,193,54,160,193,54,0.8290155440414507,True,treated_high_cornell_route_stop
81,1564,Campus @ Judd F,243,243,170,73,135,170,73,0.7941176470588235,True,treated_high_cornell_route_stop
82,1752,Humphreys Servi,237,237,151,86,98,151,86,0.6490066225165563,True,treated_high_cornell_route_stop
32,1360,Triphammer @ Co,236,236,165,71,121,165,71,0.7333333333333333,True,treated_high_cornell_route_stop
21,673,Buffalo @ Fulto,222,222,149,73,94,149,73,0.6308724832214765,True,treated_high_cornell_route_stop
43,1553,Boyce Thomp,220,220,149,71,112,149,71,0.7516778523489933,True,treated_high_cornell_route_stop
43,1721,Stewart @ Senec,167,167,96,71,69,96,71,0.71875,True,treated_high_cornell_route_stop
51,1704,State/MLK @ Qua,120,120,63,57,41,63,57,0.6507936507936508,True,treated_high_cornell_route_stop
